
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 5272
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 4623
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 4307
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 4501
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 4609
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 4806
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 5132
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 5695
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 5365
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 5191
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 4701
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 4609
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 4516
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 4768
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 5017
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 4707
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2014, Numar persoane, 4297
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2015, Numar persoane, 4436
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2016, Numar persoane, 4575
din care:  Boli cerebro-vasculare, Ilfov, Anul 1996, Numar persoane, 977
din care:  Boli cerebro-vasculare, Ilfov, Anul 1997, Numar persoane, 783
din care:  Boli cerebro-vasculare, Ilfov, Anul 1998, Numar persoane, 773
din care:  Boli cerebro-vasculare, Ilfov, Anul 1999, Numar persoane, 716
din care:  Boli cerebro-vasculare, Ilfov, Anul 2000, Numar persoane, 663
din care:  Boli cerebro-vasculare, Ilfov, Anul 2001, Numar persoane, 548
din care:  Boli cerebro-vasculare, Ilfov, Anul 2002, Numar persoane, 639
din care:  Boli cerebro-vasculare, Ilfov, Anul 2003, Numar persoane, 714
din care:  Boli cerebro-vasculare, Ilfov, Anul 2004, Numar persoane, 717
din care:  Boli cerebro-vasculare, Ilfov, Anul 2005, Numar persoane, 726
din care:  Boli cerebro-vasculare, Ilfov, Anul 2006, Numar persoane, 674
din care:  Boli cerebro-vasculare, Ilfov, Anul 2007, Numar persoane, 625
din care:  Boli cerebro-vasculare, Ilfov, Anul 2008, Numar persoane, 642
din care:  Boli cerebro-vasculare, Ilfov, Anul 2009, Numar persoane, 655
din care:  Boli cerebro-vasculare, Ilfov, Anul 2010, Numar persoane, 667
din care:  Boli cerebro-vasculare, Ilfov, Anul 2011, Numar persoane, 597
din care:  Boli cerebro-vasculare, Ilfov, Anul 2012, Numar persoane, 536
din care:  Boli cerebro-vasculare, Ilfov, Anul 2013, Numar persoane, 526
din care:  Boli cerebro-vasculare, Ilfov, Anul 2014, Numar persoane, 509
din care:  Boli cerebro-vasculare, Ilfov, Anul 2015, Numar persoane, 498
din care:  Boli cerebro-vasculare, Ilfov, Anul 2016, Numar persoane, 517
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 1996, Numar persoane, 4834
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 1997, Numar persoane, 4732
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 1998, Numar persoane, 4499
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 1999, Numar persoane, 3907
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2000, Numar persoane, 3644
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2001, Numar persoane, 3953
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2002, Numar persoane, 3970
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2003, Numar persoane, 4092
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2004, Numar persoane, 4415
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2005, Numar persoane, 4969
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2006, Numar persoane, 4691
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2007, Numar persoane, 4566
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2008, Numar persoane, 4059
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2009, Numar persoane, 3954
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2010, Numar persoane, 3849
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2011, Numar persoane, 4171
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2012, Numar persoane, 4481
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2013, Numar persoane, 4181
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2014, Numar persoane, 3788
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2015, Numar persoane, 3938
din care:  Boli cerebro-vasculare, Municipiul Bucuresti, Anul 2016, Numar persoane, 4058
din care:  Boli cerebro-vasculare, Mun. Bucuresti -incl. SAI, Anul 1990, Numar persoane, 4061
din care:  Boli cerebro-vasculare, Mun. Bucuresti -incl. SAI, Anul 1991, Numar persoane, 4251
din care:  Boli cerebro-vasculare, Mun. Bucuresti -incl. SAI, Anul 1992, Numar persoane, 4392
din care:  Boli cerebro-vasculare, Mun. Bucuresti -incl. SAI, Anul 1993, Numar persoane, 5286
din care:  Boli cerebro-vasculare, Mun. Bucuresti -incl. SAI, Anul 1994, Numar persoane, 5280
din care:  Boli cerebro-vasculare, Mun. Bucuresti -incl. SAI, Anul 1995, Numar persoane, 5190
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 1990, Numar persoane, 9591
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 1991, Numar persoane, 9984
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 1992, Numar persoane, 10198
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 1993, Numar persoane, 13004
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 1994, Numar persoane, 12659
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 1995, Numar persoane, 13151
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 1996, Numar persoane, 13775
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 1997, Numar persoane, 13565
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 1998, Numar persoane, 13538
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 1999, Numar persoane, 13408
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2000, Numar persoane, 13039
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2001, Numar persoane, 13343
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2002, Numar persoane, 14432
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2003, Numar persoane, 14367
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2004, Numar persoane, 13949
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2005, Numar persoane, 14344
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2006, Numar persoane, 14118
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2007, Numar persoane, 13093
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2008, Numar persoane, 12794
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2009, Numar persoane, 13329
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2010, Numar persoane, 12930
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2011, Numar persoane, 12438
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2012, Numar persoane, 11911
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2013, Numar persoane, 11698
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2014, Numar persoane, 11275
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2015, Numar persoane, 10891
din care:  Boli cerebro-vasculare, MACROREGIUNEA PATRU, Anul 2016, Numar persoane, 10664
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 5081
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 5283
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 5633
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 7408
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 7304
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 7625
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 8126
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 8126
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 8237
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 8018
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 7852
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 8174
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 9042
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 8918
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 8508
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 8736
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 8582
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 8169
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 8180
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 8432
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 8287
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 8037
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 7906
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 7756
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 7868
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2015, Numar persoane, 7620
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2016, Numar persoane, 7427
din care:  Boli cerebro-vasculare, Dolj, Anul 1990, Numar persoane, 2136
din care:  Boli cerebro-vasculare, Dolj, Anul 1991, Numar persoane, 2195
din care:  Boli cerebro-vasculare, Dolj, Anul 1992, Numar persoane, 2218
din care:  Boli cerebro-vasculare, Dolj, Anul 1993, Numar persoane, 2675
din care:  Boli cerebro-vasculare, Dolj, Anul 1994, Numar persoane, 2610
din care:  Boli cerebro-vasculare, Dolj, Anul 1995, Numar persoane, 2739
din care:  Boli cerebro-vasculare, Dolj, Anul 1996, Numar persoane, 2760
din care:  Boli cerebro-vasculare, Dolj, Anul 1997, Numar persoane, 2902
din care:  Boli cerebro-vasculare, Dolj, Anul 1998, Numar persoane, 2754
din care:  Boli cerebro-vasculare, Dolj, Anul 1999, Numar persoane, 2745
din care:  Boli cerebro-vasculare, Dolj, Anul 2000, Numar persoane, 2692
din care:  Boli cerebro-vasculare, Dolj, Anul 2001, Numar persoane, 2848
din care:  Boli cerebro-vasculare, Dolj, Anul 2002, Numar persoane, 3181
din care:  Boli cerebro-vasculare, Dolj, Anul 2003, Numar persoane, 3191
din care:  Boli cerebro-vasculare, Dolj, Anul 2004, Numar persoane, 2972
din care:  Boli cerebro-vasculare, Dolj, Anul 2005, Numar persoane, 3000
din care:  Boli cerebro-vasculare, Dolj, Anul 2006, Numar persoane, 2887
din care:  Boli cerebro-vasculare, Dolj, Anul 2007, Numar persoane, 2815
din care:  Boli cerebro-vasculare, Dolj, Anul 2008, Numar persoane, 2671
din care:  Boli cerebro-vasculare, Dolj, Anul 2009, Numar persoane, 2878
din care:  Boli cerebro-vasculare, Dolj, Anul 2010, Numar persoane, 2780
din care:  Boli cerebro-vasculare, Dolj, Anul 2011, Numar persoane, 2730
din care:  Boli cerebro-vasculare, Dolj, Anul 2012, Numar persoane, 2691
din care:  Boli cerebro-vasculare, Dolj, Anul 2013, Numar persoane, 2631
din care:  Boli cerebro-vasculare, Dolj, Anul 2014, Numar persoane, 2643
din care:  Boli cerebro-vasculare, Dolj, Anul 2015, Numar persoane, 2661
din care:  Boli cerebro-vasculare, Dolj, Anul 2016, Numar persoane, 2575
din care:  Boli cerebro-vasculare, Gorj, Anul 1990, Numar persoane, 599
din care:  Boli cerebro-vasculare, Gorj, Anul 1991, Numar persoane, 608
din care:  Boli cerebro-vasculare, Gorj, Anul 1992, Numar persoane, 640
din care:  Boli cerebro-vasculare, Gorj, Anul 1993, Numar persoane, 966
din care:  Boli cerebro-vasculare, Gorj, Anul 1994, Numar persoane, 993
din care:  Boli cerebro-vasculare, Gorj, Anul 1995, Numar persoane, 1082
din care:  Boli cerebro-vasculare, Gorj, Anul 1996, Numar persoane, 1159
din care:  Boli cerebro-vasculare, Gorj, Anul 1997, Numar persoane, 1120
din care:  Boli cerebro-vasculare, Gorj, Anul 1998, Numar persoane, 1201
din care:  Boli cerebro-vasculare, Gorj, Anul 1999, Numar persoane, 1271
din care:  Boli cerebro-vasculare, Gorj, Anul 2000, Numar persoane, 1230
din care:  Boli cerebro-vasculare, Gorj, Anul 2001, Numar persoane, 1284
din care:  Boli cerebro-vasculare, Gorj, Anul 2002, Numar persoane, 1307
din care:  Boli cerebro-vasculare, Gorj, Anul 2003, Numar persoane, 1275
din care:  Boli cerebro-vasculare, Gorj, Anul 2004, Numar persoane, 1307
din care:  Boli cerebro-vasculare, Gorj, Anul 2005, Numar persoane, 1268
din care:  Boli cerebro-vasculare, Gorj, Anul 2006, Numar persoane, 1225
din care:  Boli cerebro-vasculare, Gorj, Anul 2007, Numar persoane, 1127
din care:  Boli cerebro-vasculare, Gorj, Anul 2008, Numar persoane, 1212
din care:  Boli cerebro-vasculare, Gorj, Anul 2009, Numar persoane, 1264
din care:  Boli cerebro-vasculare, Gorj, Anul 2010, Numar persoane, 1291
din care:  Boli cerebro-vasculare, Gorj, Anul 2011, Numar persoane, 1252
din care:  Boli cerebro-vasculare, Gorj, Anul 2012, Numar persoane, 1212
din care:  Boli cerebro-vasculare, Gorj, Anul 2013, Numar persoane, 1208
din care:  Boli cerebro-vasculare, Gorj, Anul 2014, Numar persoane, 1265
din care:  Boli cerebro-vasculare, Gorj, Anul 2015, Numar persoane, 1295
din care:  Boli cerebro-vasculare, Gorj, Anul 2016, Numar persoane, 1174
din care:  Boli cerebro-vasculare, Mehedinti, Anul 1990, Numar persoane, 509
din care:  Boli cerebro-vasculare, Mehedinti, Anul 1991, Numar persoane, 553
din care:  Boli cerebro-vasculare, Mehedinti, Anul 1992, Numar persoane, 537
din care:  Boli cerebro-vasculare, Mehedinti, Anul 1993, Numar persoane, 755
din care:  Boli cerebro-vasculare, Mehedinti, Anul 1994, Numar persoane, 669
din care:  Boli cerebro-vasculare, Mehedinti, Anul 1995, Numar persoane, 717
din care:  Boli cerebro-vasculare, Mehedinti, Anul 1996, Numar persoane, 666
din care:  Boli cerebro-vasculare, Mehedinti, Anul 1997, Numar persoane, 675
din care:  Boli cerebro-vasculare, Mehedinti, Anul 1998, Numar persoane, 810
din care:  Boli cerebro-vasculare, Mehedinti, Anul 1999, Numar persoane, 710
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2000, Numar persoane, 728
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2001, Numar persoane, 637
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2002, Numar persoane, 737
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2003, Numar persoane, 772
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2004, Numar persoane, 718
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2005, Numar persoane, 734
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2006, Numar persoane, 760
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2007, Numar persoane, 754
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2008, Numar persoane, 768
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2009, Numar persoane, 739
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2010, Numar persoane, 754
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2011, Numar persoane, 752
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2012, Numar persoane, 724
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2013, Numar persoane, 709
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2014, Numar persoane, 696
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2015, Numar persoane, 707
din care:  Boli cerebro-vasculare, Mehedinti, Anul 2016, Numar persoane, 764
din care:  Boli cerebro-vasculare, Olt, Anul 1990, Numar persoane, 1113
din care:  Boli cerebro-vasculare, Olt, Anul 1991, Numar persoane, 1145
din care:  Boli cerebro-vasculare, Olt, Anul 1992, Numar persoane, 1321
din care:  Boli cerebro-vasculare, Olt, Anul 1993, Numar persoane, 1857
din care:  Boli cerebro-vasculare, Olt, Anul 1994, Numar persoane, 1811
din care:  Boli cerebro-vasculare, Olt, Anul 1995, Numar persoane, 1915
din care:  Boli cerebro-vasculare, Olt, Anul 1996, Numar persoane, 2221
din care:  Boli cerebro-vasculare, Olt, Anul 1997, Numar persoane, 2084
din care:  Boli cerebro-vasculare, Olt, Anul 1998, Numar persoane, 2094
din care:  Boli cerebro-vasculare, Olt, Anul 1999, Numar persoane, 2011
din care:  Boli cerebro-vasculare, Olt, Anul 2000, Numar persoane, 1837
din care:  Boli cerebro-vasculare, Olt, Anul 2001, Numar persoane, 2004
din care:  Boli cerebro-vasculare, Olt, Anul 2002, Numar persoane, 2210
din care:  Boli cerebro-vasculare, Olt, Anul 2003, Numar persoane, 2202
din care:  Boli cerebro-vasculare, Olt, Anul 2004, Numar persoane, 1956
din care:  Boli cerebro-vasculare, Olt, Anul 2005, Numar persoane, 2136
din care:  Boli cerebro-vasculare, Olt, Anul 2006, Numar persoane, 2086
din care:  Boli cerebro-vasculare, Olt, Anul 2007, Numar persoane, 1962
din care:  Boli cerebro-vasculare, Olt, Anul 2008, Numar persoane, 2032
din care:  Boli cerebro-vasculare, Olt, Anul 2009, Numar persoane, 1977
din care:  Boli cerebro-vasculare, Olt, Anul 2010, Numar persoane, 1937
din care:  Boli cerebro-vasculare, Olt, Anul 2011, Numar persoane, 1962
din care:  Boli cerebro-vasculare, Olt, Anul 2012, Numar persoane, 2025
din care:  Boli cerebro-vasculare, Olt, Anul 2013, Numar persoane, 1930
din care:  Boli cerebro-vasculare, Olt, Anul 2014, Numar persoane, 2003
din care:  Boli cerebro-vasculare, Olt, Anul 2015, Numar persoane, 1677
din care:  Boli cerebro-vasculare, Olt, Anul 2016, Numar persoane, 1786
din care:  Boli cerebro-vasculare, Valcea, Anul 1990, Numar persoane, 724
